CNPJ;Ano;GN;Lead ou Prospecção Pura;Produto;CNPJ;Fantasia;Quantidade de CNPs;FATURAMENTO PRESUMIDO ANUAL;%;Representatividade 12º Mês;Expectativa de Cartões Ativos 12º Mês;Quantidade SOL;Segmento2;Segmento;Taxa a Vista%;Taxa CDC%;Concorrente;Cidade;UF;Data Último Contato;Status Negociação;Status da Oportunidade;URL Enviado?;Data Implantação;Data Abertura GP;Nº GP Mkt;Comentários
03.452.811/0001-11;2025;Rodrigo;Lead;4ª Linha;03.452.811/0001-11;Zago Calçados;1;R$ -    ;7%;R$ 0,00;0;0;Confecções e/ou Calçados;Roupas e calçados; ; ; ; ;PR; ;Qualificação; ; ; ; ; ; 
03.385.111/0001-51;2025;Rodrigo;Lead;4ª Linha;03.385.111/0001-51;Drop;1;R$ -    ;7%;R$ 0,00;0;0;Confecções e/ou Calçados;Roupas e calçados; ; ; ; ;PR; ;Qualificação; ; ; ; ; ; 
03.247.126/0001-53;2025;Rodrigo;Lead;4ª Linha;03.247.126/0001-53;Granmax Supermercado;1;R$ 21.155.433,00;7%;R$ 1.349.716,63;1607;1,24;Supermercado;Supermercado; ; ; ;Campo Largo;PR; ;Qualificação; ; ; ; ; ; 
02.221.684/0001-87;2025;Rodrigo;Lead;Personalizado;02.221.684/0001-87;The Best Presentes;400;R$ -    ;7%;R$ 0,00;0;0;Supermercado;Supermercado; ; ; ;Fazenda Rio Grande;PR; ;Prospecção ;Frio; ; ; ; ; 
01.379.253/0001-80;2025;Rodrigo;Lead;4ª Linha;01.379.253/0001-80;Minon Magazine;1;R$ -    ;7%;R$ 0,00;0;0;Confecções e/ou Calçados;Roupas e calçados; ; ; ; ;PR;14/05/2025;Qualificação; ; ; ; ; ; 
01.215.118/0001-08;2025;Rodrigo;Lead;4ª Linha;01.215.118/0001-08;Paidegua Supermercados;1;R$ 6.663.973,00;7%;R$ 425.161,48;506;0,39;Supermercado;Supermercado; ; ; ; ;PR;29/04/2025;Qualificação; ; ; ; ; ; 
79.563.730/0010-41;2025;Rodrigo;Prospecção Pura;Personalizado;79.563.730/0010-41;Omar Calçados;30;R$ -    ;7%;R$ 0,00;6500;0;Confecções e/ou Calçados;Roupas e calçados; ; ;Senff;Curitiba;PR;21/05/2025;Prospecção;Morno; ; ; ; ;Eles só aceitam contatos através de e-mail, eu enviei alguns solicitando uma data para a apresentação, consegui falar com o responsável que solicitou o envo por e-mail da uma apresentação, o marketing criou uma apresentação prévia e eu enviei para a Osmar Calçados, vou fazer o follow up dia 02/10
54.348.624/0001-23;2025;Murilo;Lead;Personalizado;54.348.624/0001-23;Global Serv;3;R$ -    ;7%;R$ 0,00;0;0;Outros;Plataforma de Benefícios e Odontologia;4,00%;5,00%;Nenhum;Sinop;MT;29/04/2025;Qualificação;Frio;Não; ; ; ;Feita a apresentação, da Proposta Personalizada para Marco Aurélio, proprietário. Ele aceitou e enviou os documentos. Mas o Silvio achou melhor não darmos continuidade nesse projeto, devido o segmento de atuação da Global Serv.
76.639.061/0001-65;2025;Anne;Prospecção Pura;4ª Linha;76.639.061/0001-65;Supermercado Quinelato;2; ;7%;R$ 0,00;0;0;Supermercado;Supermercado; ; ; ;Londrina;PR;02/10/2025;Qualificação;Frio; ; ; ; ;Enviado proposta via Email, aguardando retorno 
01874166000108 ;2025;Felipe;Prospecção Pura;Personalizado;01.874.166/0001-08;Master Sonda Hipermercados;19;R$ 71.000.000,00;7%;R$ 4.529.800,00;5393;4,18;Supermercado;Supermercado; ; ;Sem operação;#N/D;RS;04/08/2025;Qualificação;Morno; ; ; ; ; 
11.570.893/0001-27;2025;Maurício;Lead;4ª Linha;11.570.893/0001-27;Brasita;1; ;7%;R$ 0,00;0;0;Confecções;Confecções; ; ; ; ;PR;02/05/2025;Negociação;; ; ; ; ;Reunião agendada 20/05 10:00 hrs
37.644.361/0001-80;2025;Maurício;Lead;4ª Linha;37.644.361/0001-80;AD Móveis;3;R$ 343.000,00;7%;R$ 21.883,40;26;0,02;Outros;Móveis; ; ; ;Bandeirantes;PR;15/08/2025;Implantado; ; ;15/08/2025; ; ;Implantado
90.964.172/0008-44;2025;Felipe;Prospecção Pura;Personalizado;90.964.172/0008-44;Viezzer Supermercados;12; ;7%;R$ 0,00;2000;0;Supermercado;Supermercado; ; ;Senff;Canoas;RS;04/08/2025;Qualificação;Morno; ; ; ; ; 
91.934.505/0001-89;2025;Felipe;Prospecção Pura;Personalizado;91.934.505/0001-89;Rissul Supermercados;40; ;7%;R$ 0,00;0;0;Supermercado;Supermercado; ; ;DM Card;Esteio;RS;04/08/2025;Qualificação;; ; ; ; ; 
92.016.757/0001-91;2025;Felipe;Prospecção Pura;Personalizado;92.016.757/0001-91;Comercial Zaffari;37; ;7%;R$ 0,00;0;0;Supermercado;Supermercado; ; ;Senff;Passo Fundo;RS;04/08/2025;Qualificação;; ; ; ; ; 
01.132.478/0001-38;2025;Felipe;Prospecção Pura;Personalizado;01.132.478/0001-38;Andreazza Supermercados;41; ;7%;R$ 0,00;0;0;Supermercado;Supermercado; ; ;Tricard;Caxias do Sul;RS;04/08/2025;Qualificação;; ; ; ; ; 
03.731.991/0001-70;2025;Felipe;Prospecção Pura;Personalizado;03.731.991/0001-70;Supermercados Sasset;6; ;7%;R$ 0,00;0;0;Supermercado;Supermercado; ; ;Senff;Tapejara;RS;05/08/2025;Qualificação;; ; ; ; ; 
05.800.256/0001-05;2025;Felipe;Prospecção Pura;Personalizado;05.800.256/0001-05;Roldão Atacadista;44; ;7%;R$ 0,00;0;0;Supermercado;Supermercado; ; ;Operação própria;São Paulo;SP;05/08/2025;Qualificação;; ; ; ; ; 
87.397.865/0001-29;2025;Felipe;Prospecção Pura;Personalizado;87.397.865/0001-29;Peruzzo Supermercados;21; ;7%;R$ 0,00;5000;0;Supermercado;Supermercado; ; ;DM Card;Bage;RS;05/08/2025;Negociação;Morno; ; ; ; ; 
92.091.891/0001-57;2025;Débora;Prospecção Pura;Personalizado;92.091.891/0001-57;Asun Supermercados;40; ;7%;R$ 0,00;0;0;Supermercado;Supermercado; ; ;Senff;Gravataí;RS; ;Prospecção;; ; ; ; ;Reunião sugerida para a terceira semana de junho/25 (aguardando confirmação do cliente)
06.311.489/0001-07;2025;Débora;Prospecção Pura;Personalizado;06.311.489/0001-07;Unissul;30;R$ 62.000.000,00;7%;R$ 3.955.600,00;4709;3,65;Supermercado;Supermercado; ; ;DM Card;Alfenas;MG; ;Prospecção;; ; ; ; ;Segundo eles, a cultura dos clientes da rede Leve está muito ligada ao uso do crediário próprio. Em alguns casos, inclusive, chegam a liberar crédito mesmo para clientes negativados. Outro ponto que os preocupou foi o valor médio das faturas, que gira em torno de R$ 2.000, o que, segundo eles, pode não se encaixar bem no modelo que propusemos.
04.127.398/0001-82;2025;Débora;Prospecção Pura;Personalizado;04.127.398/0001-82;Unisuper ;12; ;7%;R$ 0,00;0;0;Supermercado;Supermercado; ; ;Senff;Porto Alegre;RS; ;Prospecção;; ; ; ; ;Associação supermercadista com 30 lojas
19.657.855/0001-37;2025;Débora;Prospecção Pura;Personalizado;19.657.855/0001-37;Supermercados Boniatti;7; ;7%;R$ 0,00;0;0;Supermercado;Supermercado; ; ;Bonus Cred;Cascavel;PR; ;Prospecção;; ; ; ; ; 
08.597.765/0001-62;2025;Débora;Prospecção Pura;Personalizado;08.597.765/0001-62;Rancho Bom Supermercados; ; ;7%;R$ 0,00;0;0;Supermercado;Supermercado; ; ; ;Schroeder;SC; ;Prospecção;; ; ; ; ; 
01.662.221/0001-98;2025;Débora;Prospecção Pura;Personalizado;01.662.221/0001-98;Rede Top;22; ;7%;R$ 0,00;0;0;Supermercado;Supermercado; ; ; ;Blumenau;SC; ;Prospecção;; ; ; ; ; 
01.874.166/0026-58;2025;Débora;Prospecção Pura;4ª Linha;01.874.166/0026-58;Supermercados Badotti;2; ;7%;R$ 0,00;0;0;Supermercado;Supermercado; ; ;Convenio proprio; ;SC; ;Prospecção;; ; ; ; ; 
80.768.070/0001-23;2025;Débora;Prospecção Pura;Personalizado;80.768.070/0001-23;For Boys For Girls;22; ;7%;R$ 0,00;0;0;Confecções;Confecções; ; ;Não possui;Cianorte;PR; ;Prospecção;; ; ; ; ; 
21.061.931/0001-70;2025;Débora;Prospecção Pura;Personalizado;21.061.931/0001-70;B1 Store;13; ;7%;R$ 0,00;0;0;Confecções;Confecções; ; ;Não possui;Maringá;PR; ;Prospecção;; ; ; ; ; 
82.956.160/0001-73;2025;Felipe;Prospecção Pura;Personalizado;82.956.160/0001-73;Grupo MundialMix;38; ;7%;R$ 0,00;0;0;Supermercado;Supermercado; ; ;UNIX CARD;Florianópolis;SC;05/08/2025;Qualificação;; ; ; ; ; 
03.640.467/0001-94;2025;Felipe;Prospecção Pura;Personalizado;03.640.467/0001-94;Jaú Serve Supermercados;49; ;7%;R$ 0,00;0;0;Supermercado;Supermercado; ; ;Operação própria;Jaú;SP;06/08/2025;Qualificação;; ; ; ; ; 
65.897.910/0001-64;2025;Felipe;Prospecção Pura;Personalizado;65.897.910/0001-64;Tauste Supermercados;10; ;7%;R$ 0,00;0;0;Supermercado;Supermercado; ; ;Operação própria;Marília;SP;06/08/2025;Qualificação;; ; ; ; ; 
35.585.570/0001-75;2025;Rafael;Lead;4ª Linha;35.585.570/0001-75;Mercado Plácido;3;R$ 350.000,00;7%;R$ 22.330,00;300;0,02;Supermercado;Supermercado;2,50%;3,00%;Sem operação;Itamarati;MS;06/05/2025;Implantado; ; ;18/set; ; ;Implantado
37.585.917/0001-05;2025;Rafael;Prospecção Pura;4ª Linha;37.585.917/0001-05;Loja Estação da moda;3;R$ 300.000,00;7%;R$ 19.140,00;300;0,02;Confecções e/ou Calçados;Confecções e Calçados; ; ;Sem operação;Campo Grande;MS;06/05/2025;Implantado; ; ;05/set; ; ;Implantado
80.221.013/0001-20;2025;Rodrigo;Prospecção Pura;Personalizado;80.221.013/0001-20;Supermercados Tozetto ;6;R$ 1.080.658.672,00;7%;R$ 68.946.023,27;4500;63,57;Supermercado;Supermercado; ; ;Senff;Ponta Grossa;PR;16/05/2025;Negociação;Morno; ; ; ; ;Eu solicitei uma nova data para o Cesar, porém ele pediu um tempo para finalizar algumas obras nos seus mercados para podemos retomar as negociações. 
15.370.008/0001-17;2025;Rodrigo;Prospecção Pura;4ª Linha;15.370.008/0001-17;Circuito Atacado E Varejo;3;R$ 51.702.488,00;7%;R$ 3.298.618,73;3927;3,04;Supermercado;Supermercado; ; ; ;Colombo;PR;20/05/2025;Prospecção;Frio; ; ; ; ;Solicitaram uma apresentação do produto para dar continuidade nas negociações
05.593.000/0001-66;2025;Rodrigo;Prospecção Pura;Personalizado;05.593.000/0001-66;Supermercado Rio Verde;21;R$ 412.000.000,00;7%;R$ 26.285.600,00;7000;24,24;Supermercado;Supermercado; ; ;Senff;Colombo;PR;20/05/2025;Negociação;Morno; ; ; ; ;Ainda estamos na dependência da análise dos proprietários, isto vem sendo o maior impeditivo
83.261.420/0031-74;2025;Maurício;Prospecção Pura;Personalizado;83.261.420/0031-74;Bistek Supermercados Ltda;30;R$ 5.953.068,00;7%;R$ 379.805,74;5000;0,35;Supermercado;Supermercado; ; ;DM Card;São José;SC; ;Qualificação;Frio; ; ; ; ;Reunião efetuada, a proposta foi enviada, e o diretor financeiro irá apresentar para os proprietários para darmos sequência nas negociações. 
32.512.965/0001-50;2025;Rafael;Lead;4ª Linha;32.512.965/0001-50;Clinica Sorrize Odontologia;1;R$ 350.000,00;7%;R$ 22.330,00;300;0,02;Outros;Odontologia;3,50%;4,00%;Sem operadora;Cuiabá;MT;26/05/2025;Sem Interesse;Frio; ; ; ; ;Cliente não quis prosseguir com  negociação pois não concorda com a multa em cima dos 300 cartões ativos
23.378.456/0001-95;2025;Rafael;Lead;4ª Linha;23.378.456/0001-95;Obrativa materiais de construção;1;R$ 300.000,00;7%;R$ 19.140,00;300;0,02;Outros;Construção;3,50%;4,00%;Crediário;Iguatemi;MS;14/05/2025;Implantado; ; ;04/set; ; ;Implantado
22.983.165/0001-63;2025;Murilo;Prospecção Pura;4ª Linha;22.983.165/0001-63;Supermercados Morbeh;2; ;7%;R$ 0,00;0;0;Supermercado;Supermercado; ; ;Bônus Cred;Toledo;PR;12/05/2025;Qualificação;Frio; ; ; ; ;Reunião por video conferência com o Darriê gerente financeiro e Sônia sócia no dia 25/04 - Foi apresentado a proposta comercial e pediu para aguardar o retorno até o dia 19/05 pois os sócios levantaram o questionamento sobre a multa por cartão quando não atingir a meta minima de 300 cartões ativos.
60.494.416/0044-75;2025;Maurício;Prospecção Pura;Personalizado;60.494.416/0044-75;Supermercado Pague Menos;43; ;7%;R$ 0,00;4000;0;Supermercado;Supermercado; ; ;Cartão Próprio;Campinas;SP; ;Prospecção;Frio; ; ; ; ;Visita presencial no dia 0705, conversado com Jean (filho do proprietário) responsável pelo Compras Jean ficou de confirmar data de agendamento para apresentação Caso ele ache interessante o produto, vai levar para uma nova apresentação para o pai dele Marcelo (proprietário) para continuidade da negociação
05.789.313/0001-94;2025;Maurício;Prospecção Pura;Personalizado;05.789.313/0001-94;Enxuto Supermercados;37; ;7%;R$ 0,00;4000;0;Supermercado;Supermercado; ; ;DM Card;Campinas;SP; ;Prospecção;Frio; ; ; ; ; 
85.041.788/0001-37;2025;Anne;Lead;4ª Linha;85.041.788/0001-37;Supermercado Real ;2; ;7%;R$ 0,00;0;0;Supermercado;Supermercado; ; ; ;Santo Antonio Da Platina;PR; 02/10;Prospecção;Frio; ; ; ; ;Enviado proposta via Email, aguardando retorno 
82.603.416/0001-69;2025;Anne;Lead;4ª Linha;82.603.416/0001-69;Mercado São Lourenço;1; ;7%;R$ 0,00;0;0;Supermercado;Supermercado; ; ; ;Londrina;PR;07/out;Prospecção;Frio; ; ; ; ;Enviado proposta via Email, aguardando retorno 
82.218.389/0001-00;2025;Anne;Lead;4ª Linha;82.218.389/0001-00;Super Box Luzitano;1; ;7%;R$ 0,00;0;0;Supermercado;Supermercado; ; ; ;Santo Antonio Da Platina;PR;05/ago;Sem Interesse;Frio; ; ; ; ;Sem interesse
81.207.573/0001-92;2025;Anne ;Lead;4ª Linha;81.207.573/0001-92;Grupo Forte Serrana;1; ;7%;R$ 0,00;0;0;Confecções;Confecções; ; ; ;Ribeirão Do Pinhal;PR; ;Sem Interesse;Frio; ; ; ; ;Sem interesse
81.065.856/0001-47;2025;Anne;Lead;4ª Linha;81.065.856/0001-47;Confecções Javanesa;1; ;7%;R$ 0,00;0;0;Confecções;Confecções; ; ; ;Apucarana;PR; ;Sem Interesse;Frio; ; ; ; ;Sem interesse
75.084.814/0001-50;2025;Anne;Lead;4ª Linha;75.084.814/0001-50;Supermercado Ferreira;2; ;7%;R$ 0,00;0;0;Supermercado;Supermercado; ; ; ;Santo Antonio Da Platina;PR; ;Sem Interesse;Frio; ; ; ; ;Sem interesse
57.259.413/0001-02;2025;Anne;Lead;A Definir;57.259.413/0001-02;Supermercado Bom Sabor;3; ;7%;R$ 0,00;0;0;Supermercado;Supermercado; ; ; ;Londrina;PR;10/out;Prospecção;Frio; ; ; ; ;Enviado proposta via Email, aguardando retorno 
52.110.239/0001-18;2025;Anne;Lead;A Definir;52.110.239/0001-18;Veron Vestuario;1; ;7%;R$ 0,00;0;0;Confecções;Confecções; ; ; ;Londrina;PR; ;Sem Interesse;Frio; ; ; ; ;Sem interesse
12.857.831/0001-63;2025;Anne;Lead;A Definir;12.857.831/0001-63;Planos Supermercados;3; ;7%;R$ 0,00;0;0;Supermercado;Supermercado; ; ; ;Londrina;PR;14/out;Prospecção;Frio; ; ; ; ;Aguardando o retorno sobre a proposta apresentada
11.323.447/0001-18;2025;Anne;Lead;A Definir;11.323.447/0001-18;Supermercados Villas Boas;4; ;7%;R$ 0,00;0;0;Supermercado;Supermercado; ; ; ;Telemaco Borba;PR;09/out;Prospecção;Frio; ; ; ; ;Enviado proposta via Email, aguardando retorno 
10.316.639/0001-34;2025;Anne;Lead;A Definir;10.316.639/0001-34;Supermercado Benedet;2; ;7%;R$ 0,00;0;0;Supermercado;Supermercado; ; ; ;Pitanga;PR; ;Sem Interesse;Frio; ; ; ; ;Sem interesse
09.436.149/0001-92;2025;Anne;Lead;A Definir;09.436.149/0001-92;Supermercado MA Soraes;1; ;7%;R$ 0,00;0;0;Supermercado;Supermercado; ; ; ;Londrina;PR; ;Sem Interesse;Frio; ; ; ; ;Sem interesse
05.493.281/0001-85;2025;Anne;Lead;A Definir;05.493.281/0001-85;Turquesa Calçados;3; ;7%;R$ 0,00;0;0;Confecções e/ou Calçados;Confecções e Calçados; ; ; ;Londrina;PR; ;Sem Interesse;Frio; ; ; ; ;Sem interesse
05.418.506/0001-39;2025;Anne;Lead;A Definir;05.418.506/0001-39;Humanitarian Calçados ;2; ;7%;R$ 0,00;0;0;Confecções e/ou Calçados;Confecções e Calçados; ; ; ;Londrina;PR; 08/10;Prospecção;Frio; ; ; ; ; tentando uma nova agenda para semana do dia 27/10
02.701.932/0001-97;2025;Anne;Lead;A Definir;02.701.932/0001-97;Agua Marinha Calçados;1; ;7%;R$ 0,00;0;0;Confecções e/ou Calçados;Confecções e Calçados; ; ; ;Londrina;PR; ;Sem Interesse;Frio; ; ; ; ;Sem interesse
02.681.904/0001-55;2025;Anne;Lead;A Definir;02.681.904/0001-55;Supermercado Kibaratão;3; ;7%;R$ 0,00;0;0;Supermercado;Supermercado; ; ; ;Telemaco Borba;PR;09/out;Prospecção;Frio; ; ; ; ; Enviado proposta via Email, aguardando retorno 
01.235.644/0002-02;2025;Anne;Lead;A Definir;01.235.644/0002-02;O Kilão Supermercado;3; ;7%;R$ 0,00;0;0;Supermercado;Supermercado; ; ; ;Jacarezinho;PR;13/out;Prospecção;Frio; ; ; ; ; Enviado proposta via Email, aguardando retorno 
01.099.079/0001-12;2025;Anne;Lead;A Definir;01.099.079/0001-12;Supermercado São Marcos;2; ;7%;R$ 0,00;0;0;Supermercado;Supermercado; ; ; ;Londrina;PR;10/out;Prospecção;Frio; ; ; ; ; Enviado proposta via Email, aguardando retorno 
00.187.024/0001-00;2025;Anne;Lead;A Definir;00.187.024/0001-00;Supemercado Pedrosa;4; ;7%;R$ 0,00;0;0;Supermercado;Supermercado; ; ; ;Londrina;PR;08/out;Prospecção;Frio; ; ; ; ; Enviado proposta via Email, aguardando retorno 
41.094.192/0001-20;2025;Felipe;Prospecção Pura;Personalizado;4,11E+13;Rede Mini Preço Supermercados;200;1000000;7%;R$ 63.800,00;76;0,06;Supermercado;Supermercado; ; ;Brasil Card;#N/D;MG; ;Qualificação; ; ; ; ; ; 
83.573.212/0001-95;2025;Murilo;Prospecção Pura;Personalizado;83.573.212/0001-95;Copérdia;17; ;7%;R$ 0,00;0;0;Supermercado;Supermercado;1,50%;2%;Não opera;Concórdia;SC;25/08/2025;Negociação;Morno; ; ; ; ;Feita primeira visita, apresentado Cooper Bank para Gerente Comercial (Rudimar), solicitou nova visita para apresentação de Proposta e reunião para tirar dúvidas e esclarecer questionamentos. Feita Visita de Apresentação do Cooper Bank Personalizado em 09/07/2025. Gerente Comercial (gestor) acredita que o projeto pode ser positivo para a operação da Coopérdia, com algumas ponderações a serem negociadas. Ele solicitou taxa a vista de no máximo 1%, tendo em vista que, conforme as palavras dele, uma taxa acima disso fica inviável para a operação. Também pontuou que não fecha o contrato com o volume de 2500 cartões nos 12 primeiros meses, por uma questão de segurança para a empresa. Como a empresa nunca atuou com cartões próprios, não seria aceito pela diretoria. Solicitou o envio da minuta padrão e da proposta formal, para passar aos setores jurídico, contábil e financeiro analisarem (etapa dois da negociação), e nova reunião após análise destes documentos. Caso sejam feitos os ajustes, e aprovação dos 3 setores, irá para próxima etapa, que é uma reunião com a diretoria. Nova tentativa de agendamento para solicitar quais números deixariam a Copérdia mais confortável, como meta nos 12 primeiros meses. Mas Rudimar não atendeu, nem respondeu as mensagens. Tentativas quinzenais de contato, mas sem resposta ou retorno. Nova tentativa em 25/08
85.387.447/0001-18;2025;Murilo;Prospecção Pura;4ª Linha;85.387.447/0001-18;Imperial Supermercados;3; ;7%;R$ 0,00;0;0;Supermercado;Supermercado; ; ;Senff;Concórdia;SC;09/07/2025;Qualificação;Frio; ; ; ; ;Feita visita presencial para agendamento e apresentação do Cooper Bank (1ª visita), foi solicitado novo agendamento para retirar dúvidas e possível apresentação de proposta. Alex (gerente comercial das lojas) não deu retorno para segundo agendamento. Em 09/07.
78.289.709/0001-46;2025;Rodrigo;Prospecção Pura;4L;78.289.709/0001-46;Super Rede;8; ;7%;R$ 0,00;0;0;Supermercado;Supermercado; ; ;Não opera;Matinhos;PR;19/05/2025;Negociação; ; ; ; ; ;Label ou White Label 
47.669.094/0004-87;2025;Rodrigo;Lead;Personalizado;47.669.094/0004-87;Rede Hipper Compras;5; ;7%;R$ 0,00;2500;0;Supermercado;Supermercado; ; ;Semff;Navegantes;SC;23/05/2025;Fechado; ; ; ; ; ;Ja entreguei para o Danilo as opções de design dos cartões, assim que eles definirem nós agendaremos a primeira reunião
66.301.334/0001-03;2025;Felipe;Prospecção Pura;Personalizado;66.301.334/0001-03;Supermercados Verdemar;7; ;7%;R$ 0,00;0;0;Supermercado;Supermercado; ; ;Não tem operação;Belo Horizonte;MG;11/08/2025;Prospecção; ; ; ; ; ; 
56.761.570/0001-59;2025;Felipe;Prospecção Pura;Personalizado;56.761.570/0001-59;Superrmercado Lenharo;1; ;7%;R$ 0,00;0;0;Supermercado;Supermercado; ; ;Dascred;Itapuí;SP;11/08/2025;Prospecção; ; ; ; ; ; 
02.312.694/0002-09;2025;Felipe;Prospecção Pura;Personalizado;02.312.694/0002-09;Supermercado Nova Comercial;6; ;7%;R$ 0,00;0;0;Supermercado;Supermercado; ; ;Brasil Card;Jaboticabal;SP;11/08/2025;Prospecção; ; ; ; ; ; 
50.954.971/0001-49;2025;Rafael;Prospecção Pura;4ª Linha;50.954.971/0001-49;Ideale colchões e sofás;1;R$ 300.000,00;7%;R$ 19.140,00;300;0,02;Outros;Movéis e Eletros;0,04;0,045;Crediário;Canarana;MT;18/06/2025;Implantado; ; ;18/set; ; ;Implantado
05.789.313/0001-94;2025;Felipe;Prospecção Pura;Personalizado;05.789.313/0001-94;Enxuto Supermercados;4; ; ; ;4000; ;Supermercado;Supermercado; ; ;DM Card;Campinas;SP;11/08/2025;Qualificação;Morno; ; ; ; ; 
46.241.741/0001-65;2025;Felipe;Prospecção Pura;Personalizado;46.241.741/0001-65;Supermercado Dalben;4; ; ; ; ; ;Supermercado;Supermercado; ; ;DM Card;Campinas;SP;11/08/2025;Qualificação; ; ; ; ; ; 
64.599.871/0001-56;2025;Felipe;Prospecção Pura;Personalizado;64.599.871/0001-56;Supermercado Galassi;3; ; ; ; ; ;Supermercado;Supermercado; ; ;Não possui; ;SP;11/08/2025;Qualificação; ; ; ; ; ; 
46.010.021/0001-99;2025;Felipe;Prospecção Pura;Personalizado;46.010.021/0001-99;Supermercado Taquaral;1; ; ; ; ; ;Supermercado;Supermercado; ; ;Não possui;Campinas;SP;12/08/2025;Qualificação; ; ; ; ; ; 
11.191.654/0001-66;2025;Felipe;Prospecção Pura;Personalizado;11.191.654/0001-66;Super Sete Supermercados;2; ; ; ; ; ;Supermercado;Supermercado; ; ;Não possui;Campinas;SP;12/08/2025;Qualificação; ; ; ; ; ; 
54.952.486/0001-97;2025;Felipe;Prospecção Pura;Personalizado;54.952.486/0001-97;Supermercado Shimozono;2; ; ; ; ; ;Supermercado;Supermercado; ; ;Não possui;Campinas;SP;12/08/2025;Qualificação; ; ; ; ; ; 
03.591.673/0001-51;2025;Felipe;Prospecção Pura;Personalizado;03.591.673/0001-51;Supermercado Shimozono;5; ; ; ; ; ;Supermercado;Supermercado; ; ;Não possui;Campinas;SP;12/08/2025;Qualificação; ; ; ; ; ; 
09.319.946/0001-90;2025;Felipe;Prospecção Pura;Personalizado;09.319.946/0001-90;Supermercado São Pedro;2; ; ; ; ; ;Supermercado;Supermercado; ; ;Não possui;Campinas;SP;12/08/2025;Qualificação; ; ; ; ; ; 
53.698.758/0001-01;2025;Felipe;Prospecção Pura;Personalizado;53.698.758/0001-01;Bela Terra Supermercado;4; ; ; ; ; ;Supermercado;Supermercado; ; ;Não possui;Campinas;SP;13/08/2025;Qualificação; ; ; ; ; ; 
56.479.874/0001-28;2025;Felipe;Prospecção Pura;Personalizado;56.479.874/0001-28;Coapj Antonioli (Antoniolli);9; ; ; ; ; ;Supermercado;Supermercado; ; ;Não possui;Campinas;SP;13/08/2025;Qualificação; ; ; ; ; ; 
44.498.237/0001-10;2025;Felipe;Prospecção Pura;Personalizado;44.498.237/0001-10;AMJ Supermercado;5; ; ; ; ; ;Supermercado;Supermercado; ; ;Não possui;Campinas;SP;13/08/2025;Qualificação; ; ; ; ; ; 
14.862.532/0001-42;2025;Felipe;Prospecção Pura;Personalizado;14.862.532/0001-42;Rosalina Supermercado;8; ; ; ; ; ;Supermercado;Supermercado; ; ;Operação Própria;São Jsé Dos Campos;SP;13/08/2025;Qualificação; ; ; ; ; ; 
07.705.530/0001-84;2025;Felipe;Prospecção Pura;Personalizado;07.705.530/0001-84;Supermercados Nagumo;39; ; ; ; ; ;Supermercado;Supermercado; ; ;DM Card;São Jsé Dos Campos;SP;13/08/2025;Qualificação; ; ; ; ; ; 
07.722.158/0001-14;2025;Felipe;Prospecção Pura;Personalizado;07.722.158/0001-14;Simpatia Supermercados;5; ; ; ;3000; ;Supermercado;Supermercado; ; ;DM Card;São Jsé Dos Campos;SP;13/08/2025;Qualificação;Quente; ; ; ; ; 
48.093.892/0001-49;2025;Felipe;Prospecção Pura;Personalizado;48.093.892/0001-49;Shibata Supermercados;22; ; ; ; ; ;Supermercado;Supermercado; ; ;DM Card;São Jsé Dos Campos;SP;13/08/2025;Qualificação; ; ; ; ; ; 
55.302.657/0001-03;2025;Felipe;Prospecção Pura;Personalizado;55.302.657/0001-03;Produtor Supermercados;5; ; ; ; ; ;Supermercado;Supermercado; ; ;DM Card;São Jsé Dos Campos;SP;13/08/2025;Qualificação; ; ; ; ; ; 
07.722.158/0014-39;2025;Felipe;Prospecção Pura;Personalizado;07.722.158/0014-39;Villareal;4; ; ; ; ; ;Supermercado;Supermercado; ; ;DM Card;São Jsé Dos Campos;SP;13/08/2025;Qualificação; ; ; ; ; ; 
59.782.789/0001-22;2025;Felipe;Prospecção Pura;Personalizado;59.782.789/0001-22;Semar Supermercados;26; ; ; ; ; ;Supermercado;Supermercado; ; ;DM Card;São Jsé Dos Campos;SP;13/08/2025;Qualificação; ; ; ; ; ; 
49.092.398/0001-22;2025;Felipe;Prospecção Pura;Personalizado;49.092.398/0001-22;Comercial Esperança;12; ; ; ; ; ;Supermercado;Supermercado; ; ;DM Card;São Jsé Dos Campos;SP;13/08/2025;Qualificação; ; ; ; ; ; 
71.322.150/0001-00;2025;Felipe;Prospecção Pura;Personalizado;71.322.150/0001-00;Savegnago Supermercados;40; ; ; ; ; ;Supermercado;Supermercado; ; ;Operação Própria;Ribeirão Preto;SP;13/08/2025;Prospecção; ; ; ; ; ; 
06.171.020/0001-01;2025;Felipe;Prospecção Pura;Personalizado;06.171.020/0001-01;Supermercados Gricki;15; ; ; ;3000; ;Supermercado;Supermercado; ; ;Uze;Ribeirão Preto;SP;18/08/2025;Negociação;Morno; ; ; ; ; 
52.852.621/0001-05;2025;Felipe;Prospecção Pura;Personalizado;52.852.621/0001-05;Supermercados Guanabara;3; ; ; ; ; ;Supermercado;Supermercado; ; ;Não possui;Ribeirão Preto;SP;18/08/2025;Qualificação; ; ; ; ; ; 
